encoding,time,memory_used,iter
AS_One Hot,22.153666734695435,9239.871726989746,0
AS_One Hot,22.117257833480835,9239.871726989746,1
AS_One Hot,20.056185722351074,9239.871726989746,2
AS_One Hot,20.045191526412964,9239.871726989746,3
AS_One Hot,20.074363470077515,9239.871726989746,4
AS_One Hot,20.116841077804565,9239.871726989746,5
AS_One Hot,20.078677892684937,9239.871726989746,6
AS_One Hot,20.07132887840271,9239.871726989746,7
AS_One Hot,20.01957392692566,9239.871726989746,8
AS_One Hot,20.078574419021606,9239.871726989746,9
AS_One Hot,20.010470628738403,9239.871726989746,10
AS_One Hot,20.081457376480103,9239.871726989746,11
AS_One Hot,20.046829223632812,9239.871726989746,12
AS_One Hot,20.085068941116333,9239.871726989746,13
AS_One Hot,20.035431623458862,9239.871726989746,14
AS_One Hot,20.077593326568604,9239.871726989746,15
AS_One Hot,20.017147302627563,9239.871726989746,16
AS_One Hot,20.142761707305908,9239.871726989746,17
AS_One Hot,20.040354251861572,9239.871726989746,18
AS_One Hot,20.064861536026,9239.871726989746,19
AS_One Hot,20.08309769630432,9239.871726989746,20
AS_One Hot,20.148340225219727,9239.871726989746,21
AS_One Hot,20.05108094215393,9239.871726989746,22
AS_One Hot,20.107754230499268,9239.871726989746,23
AS_One Hot,20.04364323616028,9239.871726989746,24
AS_One Hot,20.092951774597168,9239.871726989746,25
AS_One Hot,20.063069581985474,9239.871726989746,26
AS_One Hot,20.186275482177734,9239.871726989746,27
AS_One Hot,20.067519903182983,9239.871726989746,28
AS_One Hot,20.15710163116455,9239.871726989746,29
AS_One Hot,20.061370372772217,9239.871726989746,30
AS_One Hot,20.176962852478027,9239.871726989746,31
AS_One Hot,20.069220304489136,9239.871726989746,32
AS_One Hot,20.178330898284912,9239.871726989746,33
AS_One Hot,20.076791763305664,9239.871726989746,34
AS_One Hot,20.194875717163086,9239.871726989746,35
AS_One Hot,20.00425887107849,9239.871726989746,36
AS_One Hot,20.136133909225464,9239.871726989746,37
AS_One Hot,20.05915880203247,9239.871726989746,38
AS_One Hot,20.153815269470215,9239.871726989746,39
AS_One Hot,20.033508777618408,9239.871726989746,40
AS_One Hot,20.17500114440918,9239.871726989746,41
AS_One Hot,20.072307109832764,9239.871726989746,42
AS_One Hot,20.16416645050049,9239.871726989746,43
AS_One Hot,20.058358907699585,9239.871726989746,44
AS_One Hot,20.11396360397339,9239.871726989746,45
AS_One Hot,20.024644136428833,9239.871726989746,46
AS_One Hot,20.13608169555664,9239.871726989746,47
AS_One Hot,20.05156898498535,9239.871726989746,48
AS_One Hot,20.129032373428345,9239.871726989746,49
AS_K-mers,13.61301875114441,1981.8984756469727,0
AS_K-mers,14.694663763046265,1981.8984756469727,1
AS_K-mers,13.94900631904602,1981.8984756469727,2
AS_K-mers,13.93661642074585,1981.8984756469727,3
AS_K-mers,14.81838321685791,1981.8984756469727,4
AS_K-mers,13.906082153320312,1981.8984756469727,5
AS_K-mers,13.70803952217102,1981.8984756469727,6
AS_K-mers,14.789642810821533,1981.8984756469727,7
AS_K-mers,13.820763349533081,1981.8984756469727,8
AS_K-mers,13.918924808502197,1981.8984756469727,9
AS_K-mers,14.831658601760864,1981.8984756469727,10
AS_K-mers,13.877367496490479,1981.8984756469727,11
AS_K-mers,13.976715564727783,1981.8984756469727,12
AS_K-mers,14.824891567230225,1981.8984756469727,13
AS_K-mers,13.910507917404175,1981.8984756469727,14
AS_K-mers,13.999387264251709,1981.8984756469727,15
AS_K-mers,14.95874810218811,1981.8984756469727,16
AS_K-mers,13.983256340026855,1981.8984756469727,17
AS_K-mers,14.052487134933472,1981.8984756469727,18
AS_K-mers,13.960062265396118,1981.8984756469727,19
AS_K-mers,14.38627576828003,1981.8984756469727,20
AS_K-mers,13.955475568771362,1981.8984756469727,21
AS_K-mers,13.88474440574646,1981.8984756469727,22
AS_K-mers,14.400451421737671,1981.8984756469727,23
AS_K-mers,14.081336975097656,1981.8984756469727,24
AS_K-mers,14.021324872970581,1981.8984756469727,25
AS_K-mers,14.55051326751709,1981.8984756469727,26
AS_K-mers,13.9397132396698,1981.8984756469727,27
AS_K-mers,13.915154933929443,1981.8984756469727,28
AS_K-mers,14.495209455490112,1981.8984756469727,29
AS_K-mers,14.097824573516846,1981.8984756469727,30
AS_K-mers,13.877366065979004,1981.8984756469727,31
AS_K-mers,14.600519180297852,1981.8984756469727,32
AS_K-mers,13.89111328125,1981.8984756469727,33
AS_K-mers,14.07729172706604,1981.8984756469727,34
AS_K-mers,14.498530864715576,1981.8984756469727,35
AS_K-mers,13.925394296646118,1981.8984756469727,36
AS_K-mers,14.005474328994751,1981.8984756469727,37
AS_K-mers,14.598265647888184,1981.8984756469727,38
AS_K-mers,13.921411275863647,1981.8984756469727,39
AS_K-mers,14.117862939834595,1981.8984756469727,40
AS_K-mers,14.548795700073242,1981.8984756469727,41
AS_K-mers,14.011135339736938,1981.8984756469727,42
AS_K-mers,13.982605218887329,1981.8984756469727,43
AS_K-mers,14.546953439712524,1981.8984756469727,44
AS_K-mers,14.008913278579712,1981.8984756469727,45
AS_K-mers,14.063503503799438,1981.8984756469727,46
AS_K-mers,14.375848293304443,1981.8984756469727,47
AS_K-mers,14.159531116485596,1981.8984756469727,48
AS_K-mers,14.05565357208252,1981.8984756469727,49
AS_FFT,14.254448890686035,923.989387512207,0
AS_FFT,13.92873215675354,923.989387512207,1
AS_FFT,14.097171068191528,923.989387512207,2
AS_FFT,13.998982906341553,923.989387512207,3
AS_FFT,14.104245901107788,923.989387512207,4
AS_FFT,13.977086067199707,923.989387512207,5
AS_FFT,14.105835437774658,923.989387512207,6
AS_FFT,14.001004695892334,923.989387512207,7
AS_FFT,14.08383560180664,923.989387512207,8
AS_FFT,14.012761354446411,923.989387512207,9
AS_FFT,14.114239692687988,923.989387512207,10
AS_FFT,14.059515237808228,923.989387512207,11
AS_FFT,14.127651691436768,923.989387512207,12
AS_FFT,14.095467805862427,923.989387512207,13
AS_FFT,14.141260862350464,923.989387512207,14
AS_FFT,14.084146976470947,923.989387512207,15
AS_FFT,14.155696392059326,923.989387512207,16
AS_FFT,14.099316596984863,923.989387512207,17
AS_FFT,14.148275375366211,923.989387512207,18
AS_FFT,14.113420724868774,923.989387512207,19
AS_FFT,14.230052947998047,923.989387512207,20
AS_FFT,14.211987972259521,923.989387512207,21
AS_FFT,14.187788486480713,923.989387512207,22
AS_FFT,14.17840576171875,923.989387512207,23
AS_FFT,14.204058408737183,923.989387512207,24
AS_FFT,14.232840061187744,923.989387512207,25
AS_FFT,14.22211480140686,923.989387512207,26
AS_FFT,14.166913747787476,923.989387512207,27
AS_FFT,14.14148759841919,923.989387512207,28
AS_FFT,14.24638557434082,923.989387512207,29
AS_FFT,14.194992542266846,923.989387512207,30
AS_FFT,14.259165287017822,923.989387512207,31
AS_FFT,14.258197784423828,923.989387512207,32
AS_FFT,14.18324875831604,923.989387512207,33
AS_FFT,14.23436951637268,923.989387512207,34
AS_FFT,14.183009624481201,923.989387512207,35
AS_FFT,14.215382099151611,923.989387512207,36
AS_FFT,14.155889749526978,923.989387512207,37
AS_FFT,14.16684603691101,923.989387512207,38
AS_FFT,14.22015929222107,923.989387512207,39
AS_FFT,14.203022718429565,923.989387512207,40
AS_FFT,14.156930446624756,923.989387512207,41
AS_FFT,14.25661015510559,923.989387512207,42
AS_FFT,14.160645484924316,923.989387512207,43
AS_FFT,14.198769330978394,923.989387512207,44
AS_FFT,14.137984037399292,923.989387512207,45
AS_FFT,14.214373588562012,923.989387512207,46
AS_FFT,14.16174030303955,923.989387512207,47
AS_FFT,14.255079746246338,923.989387512207,48
AS_FFT,14.16248631477356,923.989387512207,49
AS_Wavelet,9.70203423500061,1849.1292343139648,0
AS_Wavelet,9.792278051376343,1849.1292343139648,1
AS_Wavelet,9.764889240264893,1849.1292343139648,2
AS_Wavelet,9.726451635360718,1849.1292343139648,3
AS_Wavelet,9.695818185806274,1849.1292343139648,4
AS_Wavelet,9.729092359542847,1849.1292343139648,5
AS_Wavelet,9.707852602005005,1849.1292343139648,6
AS_Wavelet,9.67886734008789,1849.1292343139648,7
AS_Wavelet,9.696612358093262,1849.1292343139648,8
AS_Wavelet,9.707873106002808,1849.1292343139648,9
AS_Wavelet,9.706413984298706,1849.1292343139648,10
AS_Wavelet,9.724051713943481,1849.1292343139648,11
AS_Wavelet,9.731998920440674,1849.1292343139648,12
AS_Wavelet,9.708336114883423,1849.1292343139648,13
AS_Wavelet,9.695737838745117,1849.1292343139648,14
AS_Wavelet,9.694877624511719,1849.1292343139648,15
AS_Wavelet,9.780933856964111,1849.1292343139648,16
AS_Wavelet,9.794695854187012,1849.1292343139648,17
AS_Wavelet,9.827873468399048,1849.1292343139648,18
AS_Wavelet,9.78286862373352,1849.1292343139648,19
AS_Wavelet,9.80139708518982,1849.1292343139648,20
AS_Wavelet,9.799134969711304,1849.1292343139648,21
AS_Wavelet,9.795328617095947,1849.1292343139648,22
AS_Wavelet,9.78592562675476,1849.1292343139648,23
AS_Wavelet,9.82735538482666,1849.1292343139648,24
AS_Wavelet,9.785568475723267,1849.1292343139648,25
AS_Wavelet,9.810564279556274,1849.1292343139648,26
AS_Wavelet,9.808072566986084,1849.1292343139648,27
AS_Wavelet,9.81246829032898,1849.1292343139648,28
AS_Wavelet,9.713023662567139,1849.1292343139648,29
AS_Wavelet,9.736842155456543,1849.1292343139648,30
AS_Wavelet,9.719022512435913,1849.1292343139648,31
AS_Wavelet,9.774642944335938,1849.1292343139648,32
AS_Wavelet,9.725213766098022,1849.1292343139648,33
AS_Wavelet,9.746034383773804,1849.1292343139648,34
AS_Wavelet,9.802739381790161,1849.1292343139648,35
AS_Wavelet,9.797500133514404,1849.1292343139648,36
AS_Wavelet,9.8427152633667,1849.1292343139648,37
AS_Wavelet,9.841769695281982,1849.1292343139648,38
AS_Wavelet,9.784803628921509,1849.1292343139648,39
AS_Wavelet,9.78759241104126,1849.1292343139648,40
AS_Wavelet,9.80801272392273,1849.1292343139648,41
AS_Wavelet,9.865236759185791,1849.1292343139648,42
AS_Wavelet,9.88862681388855,1849.1292343139648,43
AS_Wavelet,9.934762001037598,1849.1292343139648,44
AS_Wavelet,9.861031532287598,1849.1292343139648,45
AS_Wavelet,9.875769853591919,1849.1292343139648,46
AS_Wavelet,9.906846284866333,1849.1292343139648,47
AS_Wavelet,9.865654468536377,1849.1292343139648,48
AS_Wavelet,9.87000036239624,1849.1292343139648,49
PS_One Hot,4.332222938537598,1886.8611679077148,0
PS_One Hot,4.344343662261963,1886.8611679077148,1
PS_One Hot,4.329632997512817,1886.8611679077148,2
PS_One Hot,4.327526330947876,1886.8611679077148,3
PS_One Hot,4.339674949645996,1886.8611679077148,4
PS_One Hot,4.3314738273620605,1886.8611679077148,5
PS_One Hot,4.340513229370117,1886.8611679077148,6
PS_One Hot,4.327524185180664,1886.8611679077148,7
PS_One Hot,4.331125259399414,1886.8611679077148,8
PS_One Hot,4.328914403915405,1886.8611679077148,9
PS_One Hot,4.336507797241211,1886.8611679077148,10
PS_One Hot,4.337781190872192,1886.8611679077148,11
PS_One Hot,4.3413779735565186,1886.8611679077148,12
PS_One Hot,4.332197666168213,1886.8611679077148,13
PS_One Hot,4.343491077423096,1886.8611679077148,14
PS_One Hot,4.339566230773926,1886.8611679077148,15
PS_One Hot,4.318448781967163,1886.8611679077148,16
PS_One Hot,4.330294132232666,1886.8611679077148,17
PS_One Hot,4.332402944564819,1886.8611679077148,18
PS_One Hot,4.333317995071411,1886.8611679077148,19
PS_One Hot,4.338349103927612,1886.8611679077148,20
PS_One Hot,4.340259552001953,1886.8611679077148,21
PS_One Hot,4.336104869842529,1886.8611679077148,22
PS_One Hot,4.343686103820801,1886.8611679077148,23
PS_One Hot,4.341343879699707,1886.8611679077148,24
PS_One Hot,4.3337671756744385,1886.8611679077148,25
PS_One Hot,4.339116096496582,1886.8611679077148,26
PS_One Hot,4.331395387649536,1886.8611679077148,27
PS_One Hot,4.3344433307647705,1886.8611679077148,28
PS_One Hot,4.331110000610352,1886.8611679077148,29
PS_One Hot,4.332757949829102,1886.8611679077148,30
PS_One Hot,4.323216676712036,1886.8611679077148,31
PS_One Hot,4.333932876586914,1886.8611679077148,32
PS_One Hot,4.326161861419678,1886.8611679077148,33
PS_One Hot,4.333580255508423,1886.8611679077148,34
PS_One Hot,4.317491292953491,1886.8611679077148,35
PS_One Hot,4.325708389282227,1886.8611679077148,36
PS_One Hot,4.313820838928223,1886.8611679077148,37
PS_One Hot,4.333239316940308,1886.8611679077148,38
PS_One Hot,4.310987234115601,1886.8611679077148,39
PS_One Hot,4.323773145675659,1886.8611679077148,40
PS_One Hot,4.320489883422852,1886.8611679077148,41
PS_One Hot,4.353152513504028,1886.8611679077148,42
PS_One Hot,4.3002846240997314,1886.8611679077148,43
PS_One Hot,4.33410382270813,1886.8611679077148,44
PS_One Hot,4.3181610107421875,1886.8611679077148,45
PS_One Hot,4.327971458435059,1886.8611679077148,46
PS_One Hot,4.32041335105896,1886.8611679077148,47
PS_One Hot,4.3253419399261475,1886.8611679077148,48
PS_One Hot,4.321290493011475,1886.8611679077148,49
PS_K-mers,2.893982410430908,423.56961822509766,0
PS_K-mers,2.9387409687042236,423.56961822509766,1
PS_K-mers,2.9240527153015137,423.56961822509766,2
PS_K-mers,3.018173933029175,423.56961822509766,3
PS_K-mers,2.904656410217285,423.56961822509766,4
PS_K-mers,2.9078385829925537,423.56961822509766,5
PS_K-mers,3.035797119140625,423.56961822509766,6
PS_K-mers,2.916177988052368,423.56961822509766,7
PS_K-mers,2.8882243633270264,423.56961822509766,8
PS_K-mers,3.051340341567993,423.56961822509766,9
PS_K-mers,2.9065465927124023,423.56961822509766,10
PS_K-mers,2.879075765609741,423.56961822509766,11
PS_K-mers,3.0453481674194336,423.56961822509766,12
PS_K-mers,2.913684844970703,423.56961822509766,13
PS_K-mers,2.8746397495269775,423.56961822509766,14
PS_K-mers,3.0499985218048096,423.56961822509766,15
PS_K-mers,2.905844211578369,423.56961822509766,16
PS_K-mers,2.878959894180298,423.56961822509766,17
PS_K-mers,3.045802116394043,423.56961822509766,18
PS_K-mers,2.887732744216919,423.56961822509766,19
PS_K-mers,2.912466287612915,423.56961822509766,20
PS_K-mers,3.062624931335449,423.56961822509766,21
PS_K-mers,2.874532699584961,423.56961822509766,22
PS_K-mers,2.9015233516693115,423.56961822509766,23
PS_K-mers,3.048537015914917,423.56961822509766,24
PS_K-mers,2.8742563724517822,423.56961822509766,25
PS_K-mers,2.909644842147827,423.56961822509766,26
PS_K-mers,3.0620944499969482,423.56961822509766,27
PS_K-mers,2.873472213745117,423.56961822509766,28
PS_K-mers,2.9058074951171875,423.56961822509766,29
PS_K-mers,3.023144006729126,423.56961822509766,30
PS_K-mers,2.9038615226745605,423.56961822509766,31
PS_K-mers,2.8945152759552,423.56961822509766,32
PS_K-mers,3.0389833450317383,423.56961822509766,33
PS_K-mers,2.9056406021118164,423.56961822509766,34
PS_K-mers,2.9084441661834717,423.56961822509766,35
PS_K-mers,3.0352165699005127,423.56961822509766,36
PS_K-mers,2.9067189693450928,423.56961822509766,37
PS_K-mers,2.9021942615509033,423.56961822509766,38
PS_K-mers,3.048872709274292,423.56961822509766,39
PS_K-mers,2.9073758125305176,423.56961822509766,40
PS_K-mers,2.911494016647339,423.56961822509766,41
PS_K-mers,3.0438270568847656,423.56961822509766,42
PS_K-mers,2.9091622829437256,423.56961822509766,43
PS_K-mers,2.873753547668457,423.56961822509766,44
PS_K-mers,3.070706367492676,423.56961822509766,45
PS_K-mers,2.902359962463379,423.56961822509766,46
PS_K-mers,2.882495880126953,423.56961822509766,47
PS_K-mers,3.074578285217285,423.56961822509766,48
PS_K-mers,2.9075231552124023,423.56961822509766,49
PS_FFT,2.0334906578063965,188.6883316040039,0
PS_FFT,1.9931073188781738,188.6883316040039,1
PS_FFT,2.003110647201538,188.6883316040039,2
PS_FFT,1.9879839420318604,188.6883316040039,3
PS_FFT,2.002502679824829,188.6883316040039,4
PS_FFT,1.988060712814331,188.6883316040039,5
PS_FFT,2.0076515674591064,188.6883316040039,6
PS_FFT,1.988455057144165,188.6883316040039,7
PS_FFT,2.0035672187805176,188.6883316040039,8
PS_FFT,1.9871981143951416,188.6883316040039,9
PS_FFT,2.0003786087036133,188.6883316040039,10
PS_FFT,1.9964182376861572,188.6883316040039,11
PS_FFT,2.0074923038482666,188.6883316040039,12
PS_FFT,1.9921400547027588,188.6883316040039,13
PS_FFT,2.008995771408081,188.6883316040039,14
PS_FFT,1.990182876586914,188.6883316040039,15
PS_FFT,2.0085549354553223,188.6883316040039,16
PS_FFT,1.9931471347808838,188.6883316040039,17
PS_FFT,2.0073282718658447,188.6883316040039,18
PS_FFT,1.9949631690979004,188.6883316040039,19
PS_FFT,2.0204129219055176,188.6883316040039,20
PS_FFT,2.0087039470672607,188.6883316040039,21
PS_FFT,2.026580572128296,188.6883316040039,22
PS_FFT,2.007667064666748,188.6883316040039,23
PS_FFT,2.029475212097168,188.6883316040039,24
PS_FFT,2.0121943950653076,188.6883316040039,25
PS_FFT,2.023526668548584,188.6883316040039,26
PS_FFT,2.009948253631592,188.6883316040039,27
PS_FFT,2.0269341468811035,188.6883316040039,28
PS_FFT,2.0122671127319336,188.6883316040039,29
PS_FFT,2.0294132232666016,188.6883316040039,30
PS_FFT,2.014885902404785,188.6883316040039,31
PS_FFT,2.0327470302581787,188.6883316040039,32
PS_FFT,2.0152390003204346,188.6883316040039,33
PS_FFT,2.0311107635498047,188.6883316040039,34
PS_FFT,2.01664137840271,188.6883316040039,35
PS_FFT,2.0285861492156982,188.6883316040039,36
PS_FFT,2.0185933113098145,188.6883316040039,37
PS_FFT,2.025343894958496,188.6883316040039,38
PS_FFT,2.019052028656006,188.6883316040039,39
PS_FFT,2.01910138130188,188.6883316040039,40
PS_FFT,2.0008275508880615,188.6883316040039,41
PS_FFT,2.011101245880127,188.6883316040039,42
PS_FFT,2.0029120445251465,188.6883316040039,43
PS_FFT,2.0168824195861816,188.6883316040039,44
PS_FFT,2.0310418605804443,188.6883316040039,45
PS_FFT,2.026947498321533,188.6883316040039,46
PS_FFT,2.0218801498413086,188.6883316040039,47
PS_FFT,2.0284693241119385,188.6883316040039,48
PS_FFT,2.0290486812591553,188.6883316040039,49
PS_Wavelet,2.481898307800293,378.29129791259766,0
PS_Wavelet,2.49214243888855,378.29129791259766,1
PS_Wavelet,2.4944753646850586,378.29129791259766,2
PS_Wavelet,2.4747493267059326,378.29129791259766,3
PS_Wavelet,2.4693212509155273,378.29129791259766,4
PS_Wavelet,2.4739537239074707,378.29129791259766,5
PS_Wavelet,2.4735422134399414,378.29129791259766,6
PS_Wavelet,2.4821667671203613,378.29129791259766,7
PS_Wavelet,2.48071026802063,378.29129791259766,8
PS_Wavelet,2.480786085128784,378.29129791259766,9
PS_Wavelet,2.4815051555633545,378.29129791259766,10
PS_Wavelet,2.474605083465576,378.29129791259766,11
PS_Wavelet,2.4732120037078857,378.29129791259766,12
PS_Wavelet,2.4757487773895264,378.29129791259766,13
PS_Wavelet,2.472278594970703,378.29129791259766,14
PS_Wavelet,2.471015453338623,378.29129791259766,15
PS_Wavelet,2.4610910415649414,378.29129791259766,16
PS_Wavelet,2.461763381958008,378.29129791259766,17
PS_Wavelet,2.464618444442749,378.29129791259766,18
PS_Wavelet,2.4782071113586426,378.29129791259766,19
PS_Wavelet,2.4720842838287354,378.29129791259766,20
PS_Wavelet,2.4728615283966064,378.29129791259766,21
PS_Wavelet,2.4685940742492676,378.29129791259766,22
PS_Wavelet,2.4669997692108154,378.29129791259766,23
PS_Wavelet,2.462998151779175,378.29129791259766,24
PS_Wavelet,2.470730781555176,378.29129791259766,25
PS_Wavelet,2.479093313217163,378.29129791259766,26
PS_Wavelet,2.4702930450439453,378.29129791259766,27
PS_Wavelet,2.474404811859131,378.29129791259766,28
PS_Wavelet,2.4721267223358154,378.29129791259766,29
PS_Wavelet,2.4650964736938477,378.29129791259766,30
PS_Wavelet,2.46999454498291,378.29129791259766,31
PS_Wavelet,2.471149444580078,378.29129791259766,32
PS_Wavelet,2.478553056716919,378.29129791259766,33
PS_Wavelet,2.47653865814209,378.29129791259766,34
PS_Wavelet,2.4778480529785156,378.29129791259766,35
PS_Wavelet,2.4812276363372803,378.29129791259766,36
PS_Wavelet,2.482938766479492,378.29129791259766,37
PS_Wavelet,2.4845798015594482,378.29129791259766,38
PS_Wavelet,2.4796226024627686,378.29129791259766,39
PS_Wavelet,2.4717092514038086,378.29129791259766,40
PS_Wavelet,2.4812724590301514,378.29129791259766,41
PS_Wavelet,2.4829468727111816,378.29129791259766,42
PS_Wavelet,2.4842336177825928,378.29129791259766,43
PS_Wavelet,2.4784605503082275,378.29129791259766,44
PS_Wavelet,2.4783034324645996,378.29129791259766,45
PS_Wavelet,2.4908838272094727,378.29129791259766,46
PS_Wavelet,2.5041613578796387,378.29129791259766,47
PS_Wavelet,2.502124786376953,378.29129791259766,48
PS_Wavelet,2.50274920463562,378.29129791259766,49
AS_K-mers + FFT,26.0861337184906,923.7535629272461,0
AS_K-mers + FFT,25.848022937774658,923.7535629272461,1
AS_K-mers + FFT,25.349542140960693,923.7535629272461,2
AS_K-mers + FFT,25.15920925140381,923.7535629272461,3
AS_K-mers + FFT,25.408971309661865,923.7535629272461,4
AS_K-mers + FFT,25.07672643661499,923.7535629272461,5
AS_K-mers + FFT,25.01350998878479,923.7535629272461,6
AS_K-mers + FFT,25.325143575668335,923.7535629272461,7
AS_K-mers + FFT,24.97986650466919,923.7535629272461,8
AS_K-mers + FFT,25.015671730041504,923.7535629272461,9
AS_K-mers + FFT,25.338751077651978,923.7535629272461,10
AS_K-mers + FFT,25.023444652557373,923.7535629272461,11
AS_K-mers + FFT,25.116479873657227,923.7535629272461,12
AS_K-mers + FFT,25.458364248275757,923.7535629272461,13
AS_K-mers + FFT,25.01130747795105,923.7535629272461,14
AS_K-mers + FFT,25.074419021606445,923.7535629272461,15
AS_K-mers + FFT,25.337883234024048,923.7535629272461,16
AS_K-mers + FFT,25.059045791625977,923.7535629272461,17
AS_K-mers + FFT,25.025810956954956,923.7535629272461,18
AS_K-mers + FFT,25.298144340515137,923.7535629272461,19
AS_K-mers + FFT,25.101900577545166,923.7535629272461,20
AS_K-mers + FFT,25.199105501174927,923.7535629272461,21
AS_K-mers + FFT,25.41949224472046,923.7535629272461,22
AS_K-mers + FFT,25.118542194366455,923.7535629272461,23
AS_K-mers + FFT,25.095975875854492,923.7535629272461,24
AS_K-mers + FFT,25.44727659225464,923.7535629272461,25
AS_K-mers + FFT,25.08438754081726,923.7535629272461,26
AS_K-mers + FFT,25.147179126739502,923.7535629272461,27
AS_K-mers + FFT,25.503723621368408,923.7535629272461,28
AS_K-mers + FFT,25.180701971054077,923.7535629272461,29
